Employee_ID,Employee_Name,Manager_Employee_ID,Gender,Date_Of_Birth,Mail_ID,Department,Designation,Region_Location,Source_Of_Hiring,Cost_Per_Hire,Experience_Type,Date_Of_Joining,Last_Working_Date,Total_Working_Days,Days_Present,Sick_Leaves_Taken,Casual_Leaves_Taken,Unplanned_Absences,Late_Arrival_Count,Reason_For_Leaving,Employment_Status,Work_Mode,Transportation_Type,Annual_CTC,Training_Hours,Overtime_Hours,Productivity_Score,KPI_Achievement_Rate,Engagement_Score,Satisfaction_Score,Flight_Risk_Indicator,Performance_Rating
EMP-0754,pradeep patel,EMP-0260,female,26/12/1976,pradeep_patel@gmail.com,Finance,Team Lead,mumbai,Naukri,0,EXPERIENCED,2023-04-01,2026-01-13,240,226.0,3,8.0,3.0,6,Work-Life Balance / Burnout,Inactive,hybrid,Company Cab,11.71,44,10,74,76,5,4,Medium,4.0
EMP-0755,  Sneha   Joshi ,EMP-0180,Female,27/04/1983,  sneha4@company.com ,Sales,senior executive,South - Bangalore,Naukri,0,Fresher,2022-08-29,,240,212.0,13,4.0,11.0,19,,Active,onsite,Own Vehicle,6.91,17,20,65,67,4,1,High,2.0
EMP-0756,ramesh reddy,EMP-0220,,02 Mar 1999,ramesh_reddy@outlook.com,Marketing,assistant manager,North - Delhi,Company Career Site,0,Experienced,2023/09/29,,240,229.0,5,6.0,0.0,5,,Active,Hybrid,own vehicle,22.95,25,20,63%,64,,3,Medium,4.0
EMP-0757,  Lakshmi   Reddy ,EMP-0075,Female,1982/11/08,  lakshmi16@yahoo.com ,Technology,  Assistant Manager ,East - Kolkata,LinkedIn,0,Experienced,26/09/2019,,240,228.0,2,10.0,0.0,1 times,,active,HYBRID,Company Cab,18.69 LPA,45,4,,60%,3,4,Low,4.0
EMP-0758,LAKSHMI SINGH,DIR-0001,Female,1983/01/21,  lakshmi56@gmail.com ,Sales,  Manager ,South - Bangalore,LinkedIn,0,Experienced,23 Apr 2022,22/06/2025,240,227.0,4,9.0,0.0,3,Relocation / Personal Reasons,Inactive,hybrid,Company Cab,16.57,39,19,53,65,1,3,Low,1.0
EMP-0693,  Rajesh   Kumar ,EMP-0320,,28/09/1982,RAJESH.KUMAR@COMPANY.COM,Operations,ASSISTANT MANAGER,South - Chennai,Company Career Site,0,EXPERIENCED,11/06/2023,,240,217.0,9,8.0,6.0,16,,Active,Hybrid,Company Cab,25.4,27,36,55,52,3,1,High,1.0
EMP-0026,vikram joshi,EMP-0350,,2003-05-27,vikram_joshi@outlook.com,Operations,  Assistant Manager ,North - Delhi,LinkedIn,0,EXPERIENCED,2022-09-14,27/11/2022,240,228.0,3,6.0,3.0,8,Involuntary - Restructuring,INACTIVE,WFH,Company Cab,22.82,11,2,56,54,6,5,Low,3.0
EMP-0761,  Ramesh   Kumar ,EMP-0025,male,01/03/1968,ramesh.kumar@yahoo.com,H.R.,,South - Bangalore,Walk-In,,Experienced,2021/03/20,,240,,,,,,,Active,Onsite,Own Vehicle,"INR 722,000",58,43,65%,75%,1,4,High,1.0
EMP-0762,SNEHA REDDY,EMP-0320,F,1988/12/04,  sneha48@outlook.com ,,executive,mumbai,LinkedIn,0,Fresher,2021/12/12,,240,224.0,3,10.0,3.0,3,,Active,Onsite,Own Vehicle,11.14,86,32,65,66,,4,High,3.0
EMP-0763,DEEPA KUMAR,EMP-0200,Female,07-25-1989,deepa.kumar@gmail.com,Sales & Mktg,  Team Lead ,South - Bangalore,LinkedIn,0,Experienced,11-27-2019,,240,225.0,3,9.0,3.0,7,,Active,Hybrid,Company Cab,9.59 LPA,13,8,55,55,1,3,Low,2.0
EMP-0764,SNEHA KUMAR,EMP-0100,,10/11/1984,sneha_kumar@outlook.com,IT,EXECUTIVE,South - Bangalore,Walk-In,0,Fresher,07 Jul 2019,2020-08-02,240,228.0,2,9.0,1.0,8,Involuntary - Restructuring,Terminated,Hybrid,own vehicle,21.73,99,8,76,84,3,3,Medium,2.0
EMP-0765,Kavitha Singh,EMP-0025,Female,2005-01-20,  kavitha25@company.com ,HR,executive,chennai,LinkedIn,0,Experienced,20 May 2022,,240,224.0,6,7.0,3.0,1,,ACTIVE,HYBRID,Own Vehicle,4.32,98,3,72,68%,6,3,Medium,3.0
EMP-0766,  Sanjay   Venkatesh ,emp-0180,,04-23-1971,SANJAY.VENKATESH@OUTLOOK.COM,Sales,executive,South - Bangalore,Naukri,0,Fresher,16 Apr 2022,,240,218.0,9 days,5.0,8.0,20,,Active,onsite,Own Vehicle,17.46,-15,34,60%,67,4,2,high,3.0
EMP-0767,Manoj Rao,,male,02/03/1973,manoj_rao@yahoo.com,IT,manager,West - Mumbai,company career site,0,Experienced,,2025-06-16,240,220.0,7,8.0,5.0,20,Better Career Growth,Inactive,WFH,COMPANY CAB,22.18,16,16,59,62,4,2,High,3.0
EMP-0768,ananya reddy,EMP-0200,,1976/09/20,ananya.reddy@outlook.com,Sales,  Assistant Manager ,chennai,naukri,0,Experienced,2022-11-25,,240,212.0,14,5.0,9.0,13,,Active,ONSITE,Company Cab,24.98,83,33,75,81,8,2,high,4.0
EMP-0769,kavitha iyer,EMP-0025,F,1984-02-22,KAVITHA.IYER@GMAIL.COM,HR,  Team Lead ,West - Mumbai,Walk-In,0,Experienced,02/02/2022,,240,219.0,9,7.0,5.0,12,,Active,Hybrid,Company Cab,11.88 LPA,48,23,0.62,67%,3,2,High,3.0
EMP-0770,DEEPA PATEL,EMP-0025,female,06/12/1976,DEEPA.PATEL@GMAIL.COM,H.R.,Executive,chennai,Naukri,0,Fresher,13 Aug 2018,05 Aug 2019,240,225.0,5,8.0,2.0,7,Better Compensation & Benefits,INACTIVE,Hybrid,Company Cab,23.62,22,31,60,59,5,,HIGH,3.0
EMP-0771,Vikram Venkatesh,,,10-27-1977,,Marketing,team lead,South - Chennai,,,Experienced,,13/03/2020,240,227.0,6,7.0,0.0,6,Better Compensation & Benefits,Resigned,Hybrid,Company Cab,"INR 621,000",40 Hours,0,59%,,4,4,,3.0
EMP-0772,  Karthik   Venkatesh ,EMP-0025,male,1983/03/30,karthik.venkatesh@gmail.com,Human Resources,  Executive ,mumbai,Employee Referral,2500,FRESHER,2022/01/30,02-14-2023,240,223.0,4,10.0,3.0,3,Relocation / Personal Reasons,Inactive,Hybrid,Company Cab,24.24,80,7,58,66,6,3,Medium,3.0
EMP-0773,Kavitha Iyer,EMP-0075,female,1976-10-16,  kavitha31@gmail.com ,Technology,Senior Executive,South - Bangalore,Company Career Site,0,Experienced,2020-05-17,,240,228.0,4,8.0,0.0,3,,ACTIVE,Hybrid,Company Cab,6.62,72,44,60,60%,6,3,High,2.0
EMP-0774,meera singh,EMP-0025,Female,1979-09-29,meera.singh@gmail.com,H.R.,  Senior Executive ,Bengaluru,LinkedIn,0,experienced,06-28-2020,,240,218.0,11,4.0,7.0,12,,Active,Hybrid,COMPANY CAB,13.23,65,22,60,65,4,2,High,1.0
EMP-0775,Divya Sharma,EMP-0025,Male,,DIVYA.SHARMA@YAHOO.COM,HR,ASSISTANT MANAGER,North - Delhi,naukri,0,Experienced,14/04/2021,,240,231.0,2,5.0,2.0,3 times,,Active,Hybrid,Own Vehicle,23.03 LPA,51,39,66,75,4,Low,High,2.0
EMP-0776,Suresh Rao,DIR-0001,,1984-12-30,suresh_rao@outlook.com,Sales,MANAGER,North - Delhi,LinkedIn,0,Experienced,19 May 2021,,240,224.0,6,7.0,3.0,3,,ACTIVE,Onsite,Own Vehicle,,70,,70%,80,5,Very High,Medium,3.0
EMP-0777,Ramesh Venkatesh,EMP-0200,male,06-06-1977,ramesh.venkatesh@outlook.com,Sales,  Team Lead ,CHENNAI,Recruitment Agency,81873,Experienced,11-02-2018,06/04/2019,240,224.0,6,7.0,3.0,3,,INACTIVE,Onsite,own vehicle,9.12,51,11,60,61%,8,5,Low,3.0
EMP-0778,Ramesh Iyer,EMP-0050,M,07-31-1984,  ramesh64@company.com ,IT,Team Lead,West - Mumbai,LinkedIn,0,Experienced,2019-02-18,,240,206.0,13,9.0,12.0,19,,Active,ONSITE,Company Cab,21.2,65,14,75,81,7,1,HIGH,3.0
EMP-0779,Divya Venkatesh,EMP-0180,,1991/08/21,DIVYA.VENKATESH@COMPANY.COM,Sales,assistant manager,chennai,Naukri,0,Experienced,2022/02/02,,240,228.0,3,8.0,1.0,8,,,Hybrid,Company Cab,21.14,45,40,59,60,3,3,High,4.0
EMP-0780,DEEPA JOSHI,EMP-0260,Female,1999-11-22,  deepa82@company.com ,Finance,Assistant Manager,South - Chennai,Naukri,0,Experienced,06/04/2021,,240,230.0,4,5.0,1.0,6,,Active,Onsite,Company Cab,19.21,93,18,66,81,7,,Medium,4.0
EMP-0781,PRADEEP SHARMA,,Male,12/11/1973,  pradeep94@yahoo.com ,Ops,  Manager ,mumbai,Recruitment Agency,67807,Experienced,2021/09/13,,240,227.0,5 days,8.0,0.0,6,,Active,Work From Home,COMPANY CAB,20.5 LPA,,25 hrs,58%,64%,7,3,medium,3.0
EMP-0782,ARUN KUMAR,EMP-0100,,12-18-1984,arun.kumar@gmail.com,Technology,senior executive,mumbai,NAUKRI,0,fresher,2018-01-13,30 Sep 2019,240,230.0,2,7.0,1.0,4,Involuntary - Performance,INACTIVE,Onsite,Own Vehicle,16.8,16,28,67,70,3,Very High,Medium,2.0
EMP-0783,vikram iyer,EMP-0120,,08/04/1987,vikram_iyer@company.com,Engineering,Senior Executive,South - Chennai,Company Career Site,0,Experienced,19/09/2022,,240,224.0,5,8.0,3.0,7,,Active,Onsite,company cab,9.67,63,21,65,69,3,3,High,2.0
EMP-0784,manoj rao,EMP-0010,M,2002/03/25,MANOJ.RAO@YAHOO.COM,Human Resources,executive,South - Chennai,Naukri,0,Fresher,2024-07-25,,240,209.0,13,7.0,11.0,15,,Active,Hybrid,,11.97,10,39,52,56,6,1,HIGH,4.0
EMP-0785,ARUN SHARMA,EMP-0050,,2006/04/30,  arun88@company.com ,IT,executive,West - Mumbai,Company Career Site,0,Fresher,10-07-2020,21/07/2021,240,233.0,3,4.0,0.0,4,Better Compensation & Benefits,Inactive,Onsite,Company Cab,"$9,540",53,20,,75%,6,Low,MEDIUM,2.0
EMP-0786,ananya sharma,EMP-0280,female,08-31-1974,ANANYA.SHARMA@GMAIL.COM,Finance,Executive,BENGALURU,Campus Drive,19310,Fresher,15 Feb 2024,2025-03-18,240,218.0,10,4.0,8.0,11,Work-Life Balance / Burnout,Resigned,WFH,Company Cab,25.76,54,37,66%,68,4,2,Medium,3.0
EMP-0787,Arun Singh,EMP-0025,,03-27-1996,  arun59@company.com ,Human Resources,TEAM LEAD,BENGALURU,LINKEDIN,0,Experienced,07-03-2019,2022-06-16,240,214.0,14,6.0,6.0,20,Better Compensation & Benefits,Inactive,Onsite,Company Cab,17.79 LPA,56,19,81,83,8,1,HIGH,2.0
EMP-0788,  Manoj   Iyer ,EMP-0350,,2006/03/13,manoj.iyer@company.com,Operations,  Executive ,DELHI,Recruitment Agency,56390,Fresher,30/10/2021,,240,224.0,5,8.0,3.0,2,,Active,Onsite,Company Cab,13.32,22,28,51,52,5,,Low,3.0
EMP-0789,  Priya   Iyer ,EMP-0025,female,07/12/1989,priya_iyer@outlook.com,Human Resources,Assistant Manager,Bengaluru,Naukri,0,EXPERIENCED,2018/07/06,,240,228.0,6,4.0,2.0,6,,Active,Onsite,Company Cab,14.82,31,3,47,50%,3,4,Low,3.0
EMP-0790,RAMESH REDDY,EMP-0300,M,13 Mar 2003,ramesh.reddy@yahoo.com,Operations,assistant manager,,Walk-In,0,,2020-07-19,,240,212.0,14,10.0,4.0,20,,Active,Hybrid,Company Cab,26.71,30,6,47,52,5,1,High,3.0
EMP-0791,DIVYA SINGH,EMP-0010,Female,1995-08-01,  divya10@company.com ,H.R.,TEAM LEAD,South - Bangalore,Walk-In,0,Experienced,04-13-2021,25 Oct 2023,240,226.0,5,8.0,1.0,7,Better Compensation & Benefits,Inactive,Onsite,Own Vehicle,"INR 726,000",95,27,75%,0.74,4,4,Medium,2.0
EMP-0792,MANOJ RAO,EMP-0025,,1985/05/29,manoj.rao@company.com,Human Resources,senior executive,South - Bangalore,Naukri,0,Fresher,04-04-2023,,240,228.0,2,9.0,1.0,5,,Active,Onsite,Own Vehicle,17.86,18,27,65,62,6,4,Low,3.0
EMP-0793,  Deepa   Iyer ,EMP-0050,,11 Apr 1991,deepa_iyer@yahoo.com,Technology,  Assistant Manager ,Bengaluru,LinkedIn,0,Experienced,,,240,229.0,2,7.0,2.0,6 times,,Active,onsite,Own Vehicle,15.89 LPA,35,3,0.48,,8,3,High,3.0
EMP-0794,  Karthik   Patel ,EMP-0180,Male,12-17-1999,karthik_patel@gmail.com,Sales,ASSISTANT MANAGER,South - Bangalore,Walk-In,0,Experienced,08-11-2023,,240,231.0,2,7.0,0.0,4,,Active,,Company Cab,18.48,18,21,64,67,5,4,Low,3.0
EMP-0795,VIJAY REDDY,EMP-0010,M,05 Sep 1989,vijay_reddy@company.com,HR,  Senior Executive ,South - Chennai,Walk-In,0,Experienced,15 Dec 2020,,240,225.0,3,10.0,2.0,7,,Active,Onsite,Own Vehicle,3.94,24,11,55,57,3,3,MEDIUM,1.0
EMP-0796,  Vijay   Nair ,EMP-0025,,26 Jan 1994,vijay.nair@gmail.com,H.R.,  Executive ,BENGALURU,Walk-In,0,fresher,2020-07-30,,240,228.0,3 days,8.0,1.0,4,,Active,Hybrid,Own Vehicle,24.87,19,44,43%,50,6,3,High,5.0
EMP-0797,kavitha rao,DIR-0001,Male,2003/06/19,  kavitha30@gmail.com ,HR,manager,North - Delhi,Employee Referral,"INR 10,000",Experienced,17/06/2023,,240,217.0,9,10.0,4.0,17,,Active,ONSITE,Company Cab,26.34,97,2,59,59%,3,1,High,4.0
EMP-0798,Divya Venkatesh,DIR-0001,,17/04/1977,DIVYA.VENKATESH@COMPANY.COM,Sales,Manager,South - Bangalore,Walk-In,0,Experienced,01-31-2020,12-08-2021,240,226.0,4,8.0,2.0,3,Better Career Growth,Inactive,WFH,Company Cab,17.35,51,21,56,56,2,3,Medium,4.0
EMP-0799,Lakshmi Reddy,DIR-0001,Female,11/04/1988,lakshmi.reddy@gmail.com,IT,manager,South - Bangalore,LinkedIn,,Experienced,24 Feb 2023,,240,,,,,,,Active,Hybrid,COMPANY CAB,20.57 LPA,81,43,62,68,5,3,high,5.0
EMP-0800,priya singh,,F,22 Sep 1981,  priya58@yahoo.com ,Operations,MANAGER,South - Chennai,LinkedIn,0,Experienced,04-23-2024,30 Jul 2025,240,225.0,4,9.0,2.0,5,Involuntary - Restructuring,Inactive,Onsite,Own Vehicle,26.1,33,1,52,57,4,3,MEDIUM,1.0
EMP-0801,RAJESH SHARMA,EMP-0350,Male,18/08/1993,  rajesh70@outlook.com ,Ops,,South - Bangalore,Campus Drive,15484,Experienced,28/08/2019,,240,228.0,6,6.0,0.0,3,,Active,Onsite,Company Cab,,89,,81%,87%,3,4,Medium,2.0
EMP-0802,Suresh Joshi,EMP-0075,M,10-12-1984,suresh_joshi@yahoo.com,Technology,TEAM LEAD,chennai,LinkedIn,0,Experienced,14 May 2021,,240,229.0,5,4.0,2.0,3,,Active,Hybrid,Own Vehicle,7.24,58,33,70,73,7,4,High,3.0
EMP-0803,manoj iyer,EMP-0200,male,1974-01-09,  manoj59@yahoo.com ,Sales,SENIOR EXECUTIVE,North - Delhi,Recruitment Agency,59799,Fresher,23 Oct 2020,,240,231.0,3,5.0,1.0,6,,active,WFH,Own Vehicle,17.62,35,26,58,61,5,,MEDIUM,3.0
EMP-0804,rajesh reddy,EMP-0300,,04-10-1991,  rajesh39@gmail.com ,Ops,ASSISTANT MANAGER,North - Delhi,Naukri,0,Experienced,26/03/2022,,240,211.0,9,10.0,10.0,15,,Active,Hybrid,Company Cab,18.36,46,40,61,65,4,1,High,4.0
EMP-0805,lakshmi kumar,EMP-0350,female,05 Nov 1969,lakshmi_kumar@yahoo.com,Operations,SENIOR EXECUTIVE,mumbai,Recruitment Agency,53055,Fresher,04/10/2018,02 Feb 2020,240,216.0,8,8.0,8.0,18,Better Career Growth,Resigned,onsite,Own Vehicle,13.89 LPA,77,0,0.80,80%,10,1,High,5.0
EMP-0806,  Manoj   Reddy ,,male,02 Feb 1983,,Marketing,Senior Executive,South - Chennai,,,Fresher,04/05/2023,,240,225.0,5,7.0,3.0,2,,Active,Onsite,company cab,21.54,59,7,73%,84,4,5,,4.0
EMP-0807,Ananya Singh,EMP-0240,,27 May 1987,  ananya88@gmail.com ,Marketing,executive,mumbai,LinkedIn,0,Fresher,2019/05/29,,240,229.0,2,7.0,2.0,6,,Active,WFH,company cab,26.39,33,22,60,69,7,3,Medium,3.0
EMP-0808,ARUN REDDY,EMP-0050,male,04-26-1990,ARUN.REDDY@GMAIL.COM,Technology,ASSISTANT MANAGER,East - Kolkata,Employee Referral,5000,Experienced,2023/08/27,,240,226.0,5,7.0,2.0,1,,Active,Onsite,Own Vehicle,26.18,28,37,61,68,Low,4,High,2.0
EMP-0809,Sanjay Singh,EMP-0050,Male,08/02/1969,SANJAY.SINGH@OUTLOOK.COM,IT,Assistant Manager,chennai,Campus Drive,14302,Experienced,2018/05/04,08 Jun 2021,240,226.0,2,9.0,3.0,6,Involuntary - Performance,Resigned,Work From Home,Company Cab,14.55,69,5,72,73%,7,3,Medium,3.0
EMP-0810,LAKSHMI REDDY,EMP-0100,,1979-11-30,  lakshmi64@company.com ,Technology,  Executive ,North - Delhi,Naukri,0,Fresher,08-15-2020,02-07-2022,240,225.0,2,10.0,3.0,4,,Inactive,hybrid,Own Vehicle,6.27,48,21,56,61,8,Very High,Medium,1.0
EMP-0811,Ananya Nair,emp-0075,female,09-12-1971,ANANYA.NAIR@GMAIL.COM,Technology,  Senior Executive ,CHENNAI,Naukri,0,Fresher,2018-01-25,,240,224.0,5 days,10.0,1.0,8 times,,active,Hybrid,Company Cab,27.63 LPA,,24,61%,0.68,6,3,Medium,1.0
EMP-0812,RAJESH RAO,EMP-0140,Female,1991/01/01,  rajesh27@outlook.com ,Engineering,  Executive ,DELHI,Employee Referral,2500,Fresher,2019/08/17,,240,216.0,10,6.0,8.0,13,,Active,ONSITE,Own Vehicle,24.05,98,17,89,87,6,1,High,2.0
EMP-0813,Sanjay Nair,EMP-0075,female,04-02-2003,SANJAY.NAIR@GMAIL.COM,IT,Team Lead,DELHI,Recruitment Agency,71667,EXPERIENCED,12-10-2018,,240,225.0,6,8.0,1.0,8,,Active,Hybrid,Company Cab,"$7,860",27,16,,67%,4,4,medium,5.0
EMP-0814,Anitha Rao,EMP-0280,female,1972-05-31,anitha.rao@outlook.com,Finance,assistant manager,South - Bangalore,linkedin,0,Experienced,01-15-2023,18/12/2024,240,227.0,4,9.0,0.0,1,Relocation / Personal Reasons,Inactive,Onsite,Company Cab,26.06,28,11,40,50,2,3,Medium,4.0
EMP-0815,DIVYA NAIR,DIR-0001,F,1969/09/19,divya_nair@yahoo.com,Technology,  Manager ,,Walk-In,0,Experienced,2021-08-10,29 Jul 2024,240,226.0,2,9.0,3.0,1,Better Career Growth,Inactive,Work From Home,Company Cab,24.81,45,5,57,,6,3,Medium,4.0
EMP-0816,vijay singh,EMP-0010,,10-26-1976,  vijay87@company.com ,H.R.,assistant manager,BENGALURU,recruitment agency,46989,Experienced,08-10-2023,,240,217.0,7,10.0,6.0,15,,Active,Hybrid,Own Vehicle,16.21,83,25,82%,89,9,1,high,3.0
EMP-0817,sanjay rao,EMP-0320,,06-05-2001,  sanjay51@yahoo.com ,,ASSISTANT MANAGER,North - Delhi,LinkedIn,0,Experienced,2022/11/23,19/03/2023,240,228.0,5,4.0,3.0,4,Involuntary - Restructuring,Inactive,Onsite,Company Cab,17.99 LPA,64,26,0.70,80%,4,3,High,3.0
EMP-0818,  Manoj   Venkatesh ,EMP-0075,,04/02/1995,  manoj40@outlook.com ,Technology,ASSISTANT MANAGER,Bengaluru,Campus Drive,11886,Experienced,29/11/2023,,240,226.0,3,9.0,2.0,3,,Active,WFH,Own Vehicle,13.28,78,7,71,73,5,3,Medium,4.0
EMP-0819,DIVYA VENKATESH,EMP-0050,F,2001/10/01,divya.venkatesh@company.com,IT,Executive,,Recruitment Agency,64993,Experienced,07/07/2022,,240,230.0,4,4.0,2.0,5,,Active,wfh,Company Cab,4.84,56,18,71,73,7,3,Medium,4.0
EMP-0820,Manoj Iyer,EMP-0010,M,05-19-1968,manoj.iyer@yahoo.com,Human Resources,SENIOR EXECUTIVE,South - Bangalore,Employee Referral,2500,Fresher,24/04/2020,,240,231.0,2,6.0,1.0,1,,Active,hybrid,company cab,11.71,58,41,59,65,4,3,High,4.0
EMP-0821,MANOJ NAIR,EMP-0075,male,20 Jul 1983,manoj_nair@outlook.com,Technology,EXECUTIVE,CHENNAI,Recruitment Agency,77481,Fresher,2019-08-27,06-03-2022,240,211.0,12,9.0,8.0,19,Better Career Growth,Inactive,onsite,Own Vehicle,"INR 2,317,000",42,0,58%,70%,5,2,High,3.0
EMP-0822,pradeep venkatesh,EMP-0075,M,2004/11/12,  pradeep15@yahoo.com ,Technology,EXECUTIVE,BENGALURU,LinkedIn,0,Experienced,2023-07-01,04 Apr 2024,240,230.0,3,7.0,0.0,2,Involuntary - Restructuring,Terminated,WFH,Company Cab,3.61,30,28,61,62,1,3,Low,3.0
EMP-0823,vikram nair,EMP-0260,M,13 Jul 1968,vikram_nair@gmail.com,Finance,team lead,,LinkedIn,0,Experienced,11-05-2019,,240,230.0,2,5.0,3.0,2,,Active,Work From Home,Public Transport,11.67 LPA,90,44,69,68,7,3,HIGH,4.0
EMP-0824,  Karthik   Nair ,EMP-0120,Male,21/02/2002,karthik_nair@company.com,Engineering,assistant manager,mumbai,Company Career Site,0,experienced,02-03-2024,,240,228.0,3,8.0,1.0,8,,Active,hybrid,Company Cab,13.26,31,34,58,58,3,3,High,3.0
EMP-0825,SURESH REDDY,EMP-0260,M,17/03/1978,  suresh80@company.com ,Finance,executive,South - Chennai,LinkedIn,0,Fresher,2024/03/12,,240,232.0,2,4.0,2.0,2,,Active,Onsite,Own Vehicle,16.67,57,39,62,57%,3,3,High,3.0
EMP-0826,Ramesh Patel,EMP-0160,,31 May 1977,  ramesh63@company.com ,Sales,executive,South - Bangalore,Company Career Site,0,Fresher,2022-03-16,31/05/2022,240,225.0,5 days,9.0,1.0,8,Work-Life Balance / Burnout,Inactive,Onsite,Own Vehicle,,46,,58%,65,8,4,Medium,3.0
EMP-0827,  Arun   Iyer ,EMP-0025,M,1994/05/01,arun.iyer@yahoo.com,H.R.,Assistant Manager,chennai,WALK-IN,0,Experienced,22/07/2024,,240,230.0,2,5.0,3.0,2,,Active,Onsite,Own Vehicle,"$14,388",24,34,61,61,5,3,High,4.0
EMP-0828,  Ananya   Iyer ,EMP-0300,,29 May 2000,ananya.iyer@yahoo.com,Ops,TEAM LEAD,North - Delhi,company career site,0,Experienced,2020/01/09,2020-04-06,240,232.0,2,4.0,2.0,6,Involuntary - Restructuring,Inactive,Onsite,OWN VEHICLE,12.0,44,44,60,61,3,5,High,3.0
EMP-0829,  Kavitha   Joshi ,,,11-07-1971,kavitha.joshi@outlook.com,Sales,MANAGER,North - Delhi,Recruitment Agency,63524,Experienced,26 Dec 2020,,240,228.0,4,5.0,3.0,3 times,,Active,Onsite,Company Cab,21.57 LPA,80,19,0.64,71%,5,4,High,3.0
EMP-0830,PRADEEP RAO,EMP-0010,,27 Mar 1987,  pradeep76@company.com ,Human Resources,executive,CHENNAI,Company Career Site,0,Fresher,2018/11/14,,240,216.0,8,4.0,12.0,17,,Active,Hybrid,Company Cab,14.58,41,12,57,57,5,1,Medium,3.0
EMP-0831,Pradeep Sharma,EMP-0140,,1988/03/08,pradeep.sharma@gmail.com,Engineering,Team Lead,,RECRUITMENT AGENCY,77670,Experienced,2018-10-20,01 Jun 2019,240,229.0,2,8.0,1.0,8,Involuntary - Restructuring,Resigned,Hybrid,Own Vehicle,"INR 900,000",20,37,54%,0.60,,3,High,4.0
EMP-0832,priya nair,EMP-0350,F,1974/03/26,  priya1@outlook.com ,,Senior Executive,South - Bangalore,LinkedIn,0,fresher,2020-03-05,2020-05-26,240,213.0,11,9.0,7.0,18,Involuntary - Performance,INACTIVE,WFH,Own Vehicle,14.58,19,7,49,50,3,1,HIGH,2.0
EMP-0833,KARTHIK NAIR,EMP-0100,Male,1981-09-15,  karthik85@outlook.com ,IT,executive,CHENNAI,Company Career Site,0,Fresher,07/04/2021,,240,227.0,3,7.0,3.0,4,,Active,ONSITE,Public Transport,6.95,82,42,70,78%,2,3,High,0.0
EMP-0834,Ananya Sharma,EMP-0200,F,07-21-1997,ananya.sharma@gmail.com,Sales,  Senior Executive ,,Naukri,0,Experienced,02-23-2023,,240,233.0,2,4.0,1.0,2,,Active,WFH,Company Cab,7.82,87,19,73,78,4,,Medium,2.0
EMP-0835,  Lakshmi   Rao ,EMP-0160,female,20 Oct 1986,LAKSHMI.RAO@YAHOO.COM,Sales,Assistant Manager,North - Delhi,WALK-IN,0,Experienced,05 Jul 2020,,240,222.0,6,9.0,3.0,6,,Active,ONSITE,Company Cab,15.71 LPA,86,32,74,77,5,3,High,1.0
EMP-0836,  Vijay   Venkatesh ,EMP-0100,male,1986/02/03,  vijay65@yahoo.com ,Technology,team lead,North - Delhi,Campus Drive,12847,experienced,15 Feb 2021,2024-05-27,240,216.0,12,6.0,6.0,11,,Terminated,Hybrid,Public Transport,13.76,66,25,69%,73,High,1,High,1.0
EMP-0837,arun sharma,DIR-0001,Female,1994-04-30,arun.sharma@company.com,Technology,manager,South - Bangalore,Walk-In,,experienced,2024/01/21,,240,,,,,,,Active,Onsite,Own Vehicle,25.91,34,38,45,,7,3,High,4.0
EMP-0838,vikram iyer,EMP-0320,male,11/06/1969,VIKRAM.IYER@YAHOO.COM,Ops,  Team Lead ,South - Chennai,Naukri,0,Experienced,06-17-2022,,240,216.0,10,9.0,5.0,11,,Active,WFH,company cab,12.38,11,20,43,50,7,1,High,3.0
EMP-0839,Divya Reddy,EMP-0140,,1982/10/24,divya_reddy@company.com,Engineering,Assistant Manager,West - Mumbai,LinkedIn,0,Experienced,2019/10/03,01-01-2023,240,224.0,6,8.0,2.0,1,Better Career Growth,Inactive,Hybrid,own vehicle,17.72,73,41,68,71,7,4,High,2.0
EMP-0840,  Vijay   Rao ,,Male,1995/01/18,  vijay29@gmail.com ,Marketing,MANAGER,mumbai,Company Career Site,0,Experienced,22/03/2019,23/08/2020,240,230.0,4,5.0,1.0,7,Work-Life Balance / Burnout,Inactive,Hybrid,Own Vehicle,18.99,44,42,59,61,7,4,High,4.0
EMP-0841,Arun Nair,,male,14 Jul 1985,,Technology,,South - Chennai,,,Fresher,08 Mar 2023,,240,227.0,4 days,9.0,0.0,4,,Active,Onsite,Company Cab,3.82 LPA,,40,,56%,4,3,,4.0
EMP-0842,  Sneha   Patel ,EMP-0140,Female,1985-07-10,sneha_patel@gmail.com,Engineering,  Executive ,Bengaluru,COMPANY CAREER SITE,0,fresher,2018/12/23,,240,215.0,13,7.0,5.0,11,,Active,Hybrid,Company Cab,19.76,94,8,72,72,3,1,High,3.0
EMP-0843,KARTHIK KUMAR,EMP-0075,Male,12 Jun 1976,KARTHIK.KUMAR@YAHOO.COM,Technology,senior executive,South - Bangalore,COMPANY CAREER SITE,0,Experienced,2022-05-07,,240,213.0,13,9.0,5.0,16,,Active,Work From Home,Company Cab,7.86,27,23,62,64,7,2,high,3.0
EMP-0844,  Suresh   Sharma ,DIR-0001,Male,18 Jul 1993,suresh_sharma@outlook.com,Technology,manager,chennai,Walk-In,0,Experienced,2024-04-25,,240,230.0,2,6.0,2.0,3,,Active,HYBRID,Own Vehicle,27.05,76,36,74,74,1,4,High,5.0
